timestamp,controller_timestamp_s,label,joint_name,servo_id,control_name,control_value,delta_time_s,target_rate_deg_s,measured_velocity_deg_s,command_speed,command_acceleration,target_angle_deg,current_angle_deg,angle_error_deg,target_position_counts,current_position_counts,position_error_counts,raw_load,load_magnitude,load_direction,load_percent,voltage_v,temperature_c,current_a,moving
2026-08-27T12:16:21.423417-03:00,55907.433672,speed700_acc30_l2,gripper,6,l2,0.352941,0.020113,-21.176471,0.000000,1400,60,112.249865,112.675781,0.425917,3347,3352,5,0,0,positiva,0.0,9.30,33.0,0.0000,True
2026-08-27T12:16:21.459310-03:00,55907.469694,speed700_acc30_l2,gripper,6,l2,1.000000,0.036023,-60.000000,0.000007,1400,60,110.088509,112.675781,2.587272,3323,3352,29,44,44,positiva,4.4,9.30,33.0,0.0065,True
2026-08-27T12:16:21.496052-03:00,55907.506087,speed700_acc30_l2,gripper,6,l2,1.000000,0.036393,-60.000000,0.000007,1400,60,107.904940,112.675781,4.770841,3298,3352,54,92,92,positiva,9.2,9.30,33.0,0.0195,True
2026-08-27T12:16:21.532235-03:00,55907.542397,speed700_acc30_l2,gripper,6,l2,1.000000,0.036310,-60.000000,-4.841141,1400,60,105.726351,112.500000,6.773649,3273,3350,77,156,156,positiva,15.6,9.30,33.0,0.0195,True
2026-08-27T12:16:21.568636-03:00,55907.578726,speed700_acc30_l2,gripper,6,l2,1.000000,0.036329,-60.000000,-26.611977,1400,60,103.546587,111.533203,7.986616,3248,3339,91,200,200,positiva,20.0,9.30,33.0,0.0195,True
2026-08-27T12:16:21.605049-03:00,55907.615199,speed700_acc30_l2,gripper,6,l2,1.000000,0.036472,-60.000000,-38.556493,1400,60,101.358240,110.126953,8.768713,3223,3323,100,224,224,positiva,22.4,9.30,33.0,0.0260,True
2026-08-27T12:16:21.640931-03:00,55907.651201,speed700_acc30_l2,gripper,6,l2,1.000000,0.036002,-60.000000,-43.942821,1400,60,99.198118,108.544922,9.346804,3199,3305,106,236,236,positiva,23.6,9.30,33.0,0.0195,True
2026-08-27T12:16:21.676624-03:00,55907.686945,speed700_acc30_l2,gripper,6,l2,1.000000,0.035745,-60.000000,-49.177110,1400,60,97.053446,106.787109,9.733663,3174,3285,111,252,252,positiva,25.2,9.30,33.0,0.0195,True
2026-08-27T12:16:21.712512-03:00,55907.722702,speed700_acc30_l2,gripper,6,l2,1.000000,0.035757,-60.000000,-51.618488,1400,60,94.908049,104.941406,10.033357,3150,3264,114,260,260,positiva,26.0,9.30,33.0,0.0195,True
2026-08-27T12:16:21.748178-03:00,55907.758525,speed700_acc30_l2,gripper,6,l2,1.000000,0.035823,-60.000000,-53.976466,1400,60,92.758675,103.007812,10.249138,3125,3242,117,272,272,positiva,27.2,9.30,33.0,0.0260,True
2026-08-27T12:16:21.783924-03:00,55907.794268,speed700_acc30_l2,gripper,6,l2,1.000000,0.035743,-60.000000,-54.096943,1400,60,90.614088,101.074219,10.460131,3101,3220,119,280,280,positiva,28.0,9.30,33.0,0.0195,True
