timestamp,controller_timestamp_s,label,joint_name,servo_id,control_name,control_value,delta_time_s,target_rate_deg_s,measured_velocity_deg_s,command_speed,command_acceleration,target_angle_deg,current_angle_deg,angle_error_deg,target_position_counts,current_position_counts,position_error_counts,raw_load,load_magnitude,load_direction,load_percent,voltage_v,temperature_c,current_a,moving
2026-08-27T12:26:30.342804-03:00,56516.353177,speed700_acc30_l2,gripper,6,l2,0.007843,0.020267,-0.470588,0.000000,700,30,0.957259,0.966797,0.009537,2081,2081,0,0,0,positiva,0.0,9.30,33.0,0.0000,False
2026-08-27T12:26:31.946577-03:00,56517.956656,speed700_acc30_l2,gripper,6,l2,0.054902,0.020112,-3.294118,-0.000006,700,30,0.891008,0.966797,0.075788,2080,2081,1,0,0,positiva,0.0,9.30,33.0,0.0000,True
2026-08-27T12:26:31.982294-03:00,56517.992667,speed700_acc30_l2,gripper,6,l2,0.513725,0.036011,-30.823529,-0.000003,700,30,0.000000,0.966797,0.966797,2070,2081,11,20,20,positiva,2.0,9.30,33.0,0.0000,True
2026-08-27T12:26:32.017988-03:00,56518.028341,speed700_acc30_l2,gripper,6,l2,1.000000,0.035675,-60.000000,-0.000004,700,30,0.000000,0.966797,0.966797,2070,2081,11,44,44,positiva,4.4,9.30,33.0,0.0065,True
2026-08-27T12:26:32.053857-03:00,56518.064190,speed700_acc30_l2,gripper,6,l2,1.000000,0.035849,-60.000000,-0.000003,700,30,0.000000,0.966797,0.966797,2070,2081,11,68,68,positiva,6.8,9.30,33.0,0.0130,True
2026-08-27T12:26:32.089741-03:00,56518.100088,speed700_acc30_l2,gripper,6,l2,1.000000,0.035898,-60.000000,-0.000003,700,30,0.000000,0.966797,0.966797,2070,2081,11,56,56,positiva,5.6,9.30,33.0,0.0065,False
2026-08-27T12:26:32.125427-03:00,56518.135825,speed700_acc30_l2,gripper,6,l2,1.000000,0.035737,-60.000000,-0.000003,700,30,0.000000,0.966797,0.966797,2070,2081,11,56,56,positiva,5.6,9.30,33.0,0.0065,False
2026-08-27T12:26:32.161331-03:00,56518.171469,speed700_acc30_l2,gripper,6,l2,1.000000,0.035644,-60.000000,-0.000004,700,30,0.000000,0.966797,0.966797,2070,2081,11,56,56,positiva,5.6,9.30,33.0,0.0065,False
2026-08-27T12:26:32.197013-03:00,56518.207349,speed700_acc30_l2,gripper,6,l2,1.000000,0.035880,-60.000000,-0.000003,700,30,0.000000,0.966797,0.966797,2070,2081,11,56,56,positiva,5.6,9.30,33.0,0.0065,False
2026-08-27T12:26:32.232893-03:00,56518.243096,speed700_acc30_l2,gripper,6,l2,1.000000,0.035748,-60.000000,-0.000003,700,30,0.000000,0.966797,0.966797,2070,2081,11,56,56,positiva,5.6,9.30,33.0,0.0065,False
2026-08-27T12:26:32.268771-03:00,56518.278974,speed700_acc30_l2,gripper,6,l2,1.000000,0.035878,-60.000000,-0.000003,700,30,0.000000,0.966797,0.966797,2070,2081,11,56,56,positiva,5.6,9.30,33.0,0.0065,False
2026-08-27T12:26:32.304794-03:00,56518.315067,speed700_acc30_l2,gripper,6,l2,1.000000,0.036093,-60.000000,-0.000003,700,30,0.000000,0.966797,0.966797,2070,2081,11,56,56,positiva,5.6,9.30,33.0,0.0065,False
2026-08-27T12:26:32.340638-03:00,56518.350979,speed700_acc30_l2,gripper,6,l2,0.850980,0.035912,-51.058824,-0.000003,700,30,0.000000,0.966797,0.966797,2070,2081,11,56,56,positiva,5.6,9.30,33.0,0.0065,False
2026-08-27T12:26:33.421983-03:00,56519.432326,speed700_acc30_l2,gripper,6,l2,0.109804,0.020089,-6.588235,-0.000006,700,30,0.000000,0.966797,0.966797,2070,2081,11,56,56,positiva,5.6,9.30,33.0,0.0065,False
