timestamp,controller_timestamp_s,label,joint_name,servo_id,control_name,control_value,delta_time_s,target_rate_deg_s,measured_velocity_deg_s,command_speed,command_acceleration,target_angle_deg,current_angle_deg,angle_error_deg,target_position_counts,current_position_counts,position_error_counts,raw_load,load_magnitude,load_direction,load_percent,voltage_v,temperature_c,current_a,moving
2026-08-27T12:13:48.823714-03:00,55754.834080,speed700_acc30_l2,gripper,6,l2,0.015686,0.020228,-0.941176,0.000000,700,30,44.541509,44.560547,0.019038,2577,2577,0,0,0,positiva,0.0,9.30,33.0,0.0000,False
2026-08-27T12:13:48.859561-03:00,55754.869793,speed700_acc30_l2,gripper,6,l2,0.933333,0.035713,-56.000000,-0.000004,700,30,42.541592,44.560547,2.018954,2554,2577,23,0,0,positiva,0.0,9.30,33.0,0.0000,True
2026-08-27T12:13:48.895437-03:00,55754.905704,speed700_acc30_l2,gripper,6,l2,1.000000,0.035912,-60.000000,-0.000003,700,30,40.386892,44.560547,4.173655,2530,2577,47,36,36,positiva,3.6,9.30,33.0,0.0000,True
2026-08-27T12:13:48.931337-03:00,55754.941511,speed700_acc30_l2,gripper,6,l2,1.000000,0.035806,-60.000000,-2.454621,700,30,38.238517,44.472656,6.234139,2505,2576,71,72,72,positiva,7.2,9.30,33.0,0.0130,True
2026-08-27T12:13:48.967120-03:00,55754.977474,speed700_acc30_l2,gripper,6,l2,1.000000,0.035963,-60.000000,-7.331721,700,30,36.080729,44.208984,8.128255,2481,2573,92,112,112,positiva,11.2,9.30,33.0,0.0130,True
2026-08-27T12:13:49.002804-03:00,55755.013153,speed700_acc30_l2,gripper,6,l2,1.000000,0.035679,-60.000000,-19.706690,700,30,33.939960,43.505859,9.565900,2456,2565,109,136,136,positiva,13.6,9.30,33.0,0.0195,True
2026-08-27T12:13:49.038496-03:00,55755.048843,speed700_acc30_l2,gripper,6,l2,1.000000,0.035689,-60.000000,-24.626498,700,30,31.798593,42.626953,10.828360,2432,2555,123,176,176,positiva,17.6,9.30,33.0,0.0195,True
2026-08-27T12:13:49.074180-03:00,55755.084519,speed700_acc30_l2,gripper,6,l2,1.000000,0.035676,-60.000000,-34.489801,700,30,29.658015,41.396484,11.738469,2407,2541,134,212,212,positiva,21.2,9.30,33.0,0.0195,True
2026-08-27T12:13:49.109871-03:00,55755.120249,speed700_acc30_l2,gripper,6,l2,1.000000,0.035730,-60.000000,-44.276975,700,30,27.514196,39.814453,12.300258,2383,2523,140,232,232,positiva,23.2,9.30,33.0,0.0130,True
2026-08-27T12:13:49.145723-03:00,55755.155976,speed700_acc30_l2,gripper,6,l2,1.000000,0.035727,-60.000000,-46.741138,700,30,25.370574,38.144531,12.773957,2359,2504,145,244,244,positiva,24.4,9.30,33.0,0.0195,True
2026-08-27T12:13:49.181623-03:00,55755.191851,speed700_acc30_l2,gripper,6,l2,1.000000,0.035875,-60.000000,-51.448468,700,30,23.218087,36.298828,13.080741,2334,2483,149,256,256,positiva,25.6,9.30,33.0,0.0260,True
2026-08-27T12:13:49.217271-03:00,55755.227676,speed700_acc30_l2,gripper,6,l2,1.000000,0.035825,-60.000000,-53.974033,700,30,21.068616,34.365234,13.296619,2310,2461,151,260,260,positiva,26.0,9.30,33.0,0.0260,True
2026-08-27T12:13:49.252994-03:00,55755.263358,speed700_acc30_l2,gripper,6,l2,1.000000,0.035682,-60.000000,-51.725929,700,30,18.927675,32.519531,13.591856,2285,2440,155,260,260,positiva,26.0,9.30,33.0,0.0130,True
2026-08-27T12:13:49.288829-03:00,55755.299065,speed700_acc30_l2,gripper,6,l2,1.000000,0.035707,-60.000000,-56.613396,700,30,16.785266,30.498047,13.712781,2261,2417,156,276,276,positiva,27.6,9.30,33.0,0.0260,True
2026-08-27T12:13:49.324671-03:00,55755.334901,speed700_acc30_l2,gripper,6,l2,1.000000,0.035836,-60.000000,-58.861587,700,30,14.635094,28.388672,13.753578,2237,2393,156,272,272,positiva,27.2,9.30,33.0,0.0260,True
2026-08-27T12:13:49.360539-03:00,55755.370769,speed700_acc30_l2,gripper,6,l2,1.000000,0.035868,-60.000000,-58.809201,700,30,12.483007,26.279297,13.796289,2212,2369,157,272,272,positiva,27.2,9.30,33.0,0.0260,True
2026-08-27T12:13:49.396396-03:00,55755.406638,speed700_acc30_l2,gripper,6,l2,1.000000,0.035869,-60.000000,-56.356997,700,30,10.330851,24.257812,13.926961,2188,2346,158,276,276,positiva,27.6,9.30,33.0,0.0195,True
2026-08-27T12:13:49.432412-03:00,55755.442502,speed700_acc30_l2,gripper,6,l2,1.000000,0.035864,-60.000000,-58.816095,700,30,8.179017,22.148438,13.969420,2163,2322,159,276,276,positiva,27.6,9.30,33.0,0.0195,True
2026-08-27T12:13:49.468273-03:00,55755.478502,speed700_acc30_l2,gripper,6,l2,1.000000,0.036000,-60.000000,-61.035679,700,30,6.019035,19.951172,13.932137,2138,2297,159,280,280,positiva,28.0,9.30,33.0,0.0065,True
2026-08-27T12:13:49.503979-03:00,55755.514279,speed700_acc30_l2,gripper,6,l2,1.000000,0.035777,-60.000000,-56.502234,700,30,3.872411,17.929688,14.057277,2114,2274,160,284,284,positiva,28.4,9.30,33.0,0.0195,True
