timestamp,controller_timestamp_s,label,joint_name,servo_id,control_name,control_value,delta_time_s,target_rate_deg_s,measured_velocity_deg_s,command_speed,command_acceleration,target_angle_deg,current_angle_deg,angle_error_deg,target_position_counts,current_position_counts,position_error_counts,raw_load,load_magnitude,load_direction,load_percent,voltage_v,temperature_c,current_a,moving
2026-08-27T12:14:09.697179-03:00,55775.706984,speed700_acc30_l2,gripper,6,l2,0.003922,0.020161,-0.235294,0.000000,700,30,116.889788,116.894531,0.004744,3400,3400,0,0,0,positiva,0.0,9.30,33.0,0.0000,False
2026-08-27T12:14:09.733570-03:00,55775.743740,speed700_acc30_l2,gripper,6,l2,0.266667,0.036756,-16.000000,0.000007,700,30,116.301684,116.894531,0.592847,3393,3400,7,0,0,positiva,0.0,9.30,33.0,0.0000,True
2026-08-27T12:14:09.769431-03:00,55775.779716,speed700_acc30_l2,gripper,6,l2,0.298039,0.035976,-17.882353,0.000007,700,30,115.658350,116.894531,1.236181,3386,3400,14,40,40,positiva,4.0,9.30,33.0,0.0000,True
2026-08-27T12:14:09.805122-03:00,55775.815479,speed700_acc30_l2,gripper,6,l2,0.313725,0.035763,-18.823529,-2.457559,700,30,114.985159,116.806641,1.821482,3378,3399,21,64,64,positiva,6.4,9.30,33.0,0.0065,True
2026-08-27T12:14:09.841119-03:00,55775.851293,speed700_acc30_l2,gripper,6,l2,0.525490,0.035814,-31.529412,-2.454112,700,30,113.855972,116.718750,2.862778,3365,3398,33,84,84,positiva,8.4,9.30,33.0,0.0065,True
2026-08-27T12:14:09.877371-03:00,55775.887493,speed700_acc30_l2,gripper,6,l2,0.737255,0.036200,-44.235294,-14.567680,700,30,112.254673,116.191406,3.936733,3347,3392,45,96,96,positiva,9.6,9.30,33.0,0.0065,True
2026-08-27T12:14:09.913524-03:00,55775.923616,speed700_acc30_l2,gripper,6,l2,0.827451,0.036123,-49.647059,-17.031500,700,30,110.461257,115.576172,5.114915,3327,3385,58,112,112,positiva,11.2,9.30,33.0,0.0130,True
2026-08-27T12:14:09.949465-03:00,55775.959757,speed700_acc30_l2,gripper,6,l2,0.858824,0.036141,-51.529412,-19.455096,700,30,108.598937,114.873047,6.274110,3306,3377,71,136,136,positiva,13.6,9.30,33.0,0.0130,True
2026-08-27T12:14:09.985296-03:00,55775.995667,speed700_acc30_l2,gripper,6,l2,0.874510,0.035910,-52.470588,-26.923129,700,30,106.714742,113.906250,7.191508,3284,3366,82,156,156,positiva,15.6,9.30,33.0,0.0065,True
2026-08-27T12:14:10.022018-03:00,55776.032207,speed700_acc30_l2,gripper,6,l2,0.890196,0.036541,-53.411765,-28.863280,700,30,104.763033,112.851562,8.088529,3262,3354,92,172,172,positiva,17.2,9.30,33.0,0.0130,True
2026-08-27T12:14:10.058393-03:00,55776.068545,speed700_acc30_l2,gripper,6,l2,0.898039,0.036337,-53.882353,-33.862524,700,30,102.805101,111.621094,8.815993,3240,3340,100,188,188,positiva,18.8,9.30,33.0,0.0130,True
2026-08-27T12:14:10.094742-03:00,55776.104917,speed700_acc30_l2,gripper,6,l2,0.901961,0.036373,-54.117647,-36.245757,700,30,100.836691,110.302734,9.466043,3217,3325,108,200,200,positiva,20.0,9.30,33.0,0.0130,True
2026-08-27T12:14:10.131407-03:00,55776.141289,speed700_acc30_l2,gripper,6,l2,0.949020,0.036371,-56.941176,-43.496563,700,30,98.765661,108.720703,9.955043,3194,3307,113,208,208,positiva,20.8,9.30,33.0,0.0195,True
2026-08-27T12:14:10.167525-03:00,55776.177883,speed700_acc30_l2,gripper,6,l2,0.972549,0.036594,-58.352941,-43.231967,700,30,96.630292,107.138672,10.508379,3169,3289,120,216,216,positiva,21.6,9.30,33.0,0.0195,True
2026-08-27T12:14:10.204044-03:00,55776.214235,speed700_acc30_l2,gripper,6,l2,0.980392,0.036352,-58.823529,-43.519543,700,30,94.491927,105.556641,11.064713,3145,3271,126,224,224,positiva,22.4,9.30,33.0,0.0195,True
2026-08-27T12:14:10.240250-03:00,55776.250306,speed700_acc30_l2,gripper,6,l2,0.988235,0.036071,-59.294118,-48.731779,700,30,92.353118,103.798828,11.445710,3121,3251,130,232,232,positiva,23.2,9.30,33.0,0.0130,True
2026-08-27T12:14:10.277108-03:00,55776.287092,speed700_acc30_l2,gripper,6,l2,0.988235,0.036786,-59.294118,-47.785429,700,30,90.171953,102.041016,11.869063,3096,3231,135,240,240,positiva,24.0,9.30,33.0,0.0130,True
2026-08-27T12:14:10.313532-03:00,55776.323766,speed700_acc30_l2,gripper,6,l2,0.988235,0.036674,-59.294118,-50.327061,700,30,87.997390,100.195312,12.197923,3071,3210,139,244,244,positiva,24.4,9.30,33.0,0.0195,True
2026-08-27T12:14:10.349717-03:00,55776.359711,speed700_acc30_l2,gripper,6,l2,0.992157,0.035945,-59.529412,-51.347647,700,30,85.857592,98.349609,12.492017,3047,3189,142,252,252,positiva,25.2,9.30,33.0,0.0260,True
2026-08-27T12:14:10.385411-03:00,55776.395781,speed700_acc30_l2,gripper,6,l2,0.992157,0.036070,-59.529412,-53.607081,700,30,83.710382,96.416016,12.705634,3022,3167,145,252,252,positiva,25.2,9.30,33.0,0.0195,True
2026-08-27T12:14:10.421097-03:00,55776.431487,speed700_acc30_l2,gripper,6,l2,0.996078,0.035706,-59.764706,-51.691683,700,30,81.576423,94.570312,12.993890,2998,3146,148,268,268,positiva,26.8,9.30,33.0,0.0195,True
2026-08-27T12:14:10.456962-03:00,55776.467264,speed700_acc30_l2,gripper,6,l2,1.000000,0.035778,-60.000000,-56.501444,700,30,79.429769,92.548828,13.119059,2974,3123,149,268,268,positiva,26.8,9.30,33.0,0.0260,True
2026-08-27T12:14:10.492639-03:00,55776.503038,speed700_acc30_l2,gripper,6,l2,1.000000,0.035774,-60.000000,-56.507288,700,30,77.283337,90.527344,13.244007,2949,3100,151,264,264,positiva,26.4,9.30,33.0,0.0130,True
2026-08-27T12:14:10.528509-03:00,55776.538744,speed700_acc30_l2,gripper,6,l2,1.000000,0.035706,-60.000000,-54.153397,700,30,75.140985,88.593750,13.452765,2925,3078,153,272,272,positiva,27.2,9.30,33.0,0.0260,True
2026-08-27T12:14:10.564377-03:00,55776.574633,speed700_acc30_l2,gripper,6,l2,1.000000,0.035889,-60.000000,-58.774981,700,30,72.987645,86.484375,13.496730,2900,3054,154,264,264,positiva,26.4,9.30,33.0,0.0195,True
2026-08-27T12:14:10.600901-03:00,55776.610827,speed700_acc30_l2,gripper,6,l2,1.000000,0.036194,-60.000000,-58.279489,700,30,70.815998,84.375000,13.559002,2876,3030,154,276,276,positiva,27.6,9.30,33.0,0.0195,True
2026-08-27T12:14:10.636923-03:00,55776.647115,speed700_acc30_l2,gripper,6,l2,1.000000,0.036288,-60.000000,-58.129159,700,30,68.638734,82.265625,13.626891,2851,3006,155,272,272,positiva,27.2,9.30,33.0,0.0195,True
2026-08-27T12:14:10.673001-03:00,55776.683323,speed700_acc30_l2,gripper,6,l2,1.000000,0.036208,-60.000000,-55.829721,700,30,66.466252,80.244141,13.777888,2826,2983,157,272,272,positiva,27.2,9.30,33.0,0.0130,True
