timestamp,controller_timestamp_s,label,joint_name,servo_id,control_name,control_value,delta_time_s,target_rate_deg_s,measured_velocity_deg_s,command_speed,command_acceleration,target_angle_deg,current_angle_deg,angle_error_deg,target_position_counts,current_position_counts,position_error_counts,raw_load,load_magnitude,load_direction,load_percent,voltage_v,temperature_c,current_a,moving
2026-08-27T12:27:22.868527-03:00,56568.878889,speed700_acc30_l2,gripper,6,l2,0.137255,0.020223,-8.235294,0.000000,700,30,16.532676,16.699219,0.166543,2258,2260,2,0,0,positiva,0.0,9.30,33.0,0.0000,True
2026-08-27T12:27:22.904387-03:00,56568.914740,speed700_acc30_l2,gripper,6,l2,0.403922,0.035852,-24.235294,-0.000007,700,30,15.663800,16.699219,1.035418,2248,2260,12,28,28,positiva,2.8,9.30,33.0,0.0000,True
2026-08-27T12:27:22.940239-03:00,56568.950555,speed700_acc30_l2,gripper,6,l2,0.478431,0.035815,-28.705882,-0.000007,700,30,14.635710,16.699219,2.063509,2237,2260,23,48,48,positiva,4.8,9.30,33.0,0.0065,True
2026-08-27T12:27:22.976098-03:00,56568.986370,speed700_acc30_l2,gripper,6,l2,0.941176,0.035815,-56.470588,-0.000007,700,30,12.613230,16.699219,4.085989,2214,2260,46,88,88,positiva,8.8,9.30,33.0,0.0130,True
2026-08-27T12:27:23.011824-03:00,56569.022218,speed700_acc30_l2,gripper,6,l2,1.000000,0.035848,-60.000000,-9.807061,700,30,10.462355,16.347656,5.885302,2189,2256,67,112,112,positiva,11.2,9.30,33.0,0.0065,True
2026-08-27T12:27:23.047536-03:00,56569.057915,speed700_acc30_l2,gripper,6,l2,1.000000,0.035697,-60.000000,-17.234920,700,30,8.320538,15.732422,7.411884,2165,2249,84,144,144,positiva,14.4,9.30,33.0,0.0195,True
2026-08-27T12:27:23.083231-03:00,56569.093609,speed700_acc30_l2,gripper,6,l2,1.000000,0.035695,-60.000000,-27.085288,700,30,6.178865,14.765625,8.586760,2140,2238,98,176,176,positiva,17.6,9.30,33.0,0.0130,True
2026-08-27T12:27:23.119269-03:00,56569.129555,speed700_acc30_l2,gripper,6,l2,1.000000,0.035945,-60.000000,-29.341310,700,30,4.022136,13.710938,9.688801,2116,2226,110,204,204,positiva,20.4,9.30,33.0,0.0325,True
2026-08-27T12:27:23.154970-03:00,56569.165257,speed700_acc30_l2,gripper,6,l2,1.000000,0.035702,-60.000000,-22.155800,700,30,1.879990,12.919922,11.039932,2091,2217,126,256,256,positiva,25.6,9.30,33.0,0.0845,True
2026-08-27T12:27:23.190675-03:00,56569.201037,speed700_acc30_l2,gripper,6,l2,1.000000,0.035780,-60.000000,-17.195151,700,30,0.000000,12.304688,12.304688,2070,2210,140,316,316,positiva,31.6,9.20,33.0,0.1690,True
2026-08-27T12:27:23.226540-03:00,56569.236784,speed700_acc30_l2,gripper,6,l2,1.000000,0.035747,-60.000000,-17.210883,700,30,0.000000,11.689453,11.689453,2070,2203,133,376,376,positiva,37.6,9.20,33.0,0.2730,True
2026-08-27T12:27:23.262227-03:00,56569.272605,speed700_acc30_l2,gripper,6,l2,1.000000,0.035821,-60.000000,-17.175095,700,30,0.000000,11.074219,11.074219,2070,2196,126,412,412,positiva,41.2,9.10,33.0,0.3250,True
2026-08-27T12:27:23.298069-03:00,56569.308268,speed700_acc30_l2,gripper,6,l2,1.000000,0.035663,-60.000000,-12.322239,700,30,0.000000,10.634766,10.634766,2070,2191,121,448,448,positiva,44.8,9.10,33.0,0.4485,True
2026-08-27T12:27:23.334429-03:00,56569.344514,speed700_acc30_l2,gripper,6,l2,1.000000,0.036246,-60.000000,-9.699408,700,30,0.000000,10.283203,10.283203,2070,2187,117,464,464,positiva,46.4,9.10,33.0,0.4615,True
